outcome	EA112_Trance_states	trance_present	possession_present	possession_trance_present	soc_id	in_sccs	EA113_Societal_rigidity_F	EA113_Societal_rigidity_T	EA012_Marital_residence_with_kin_prevailing_pattern_husband	EA012_Marital_residence_with_kin_prevailing_pattern_other	EA012_Marital_residence_with_kin_prevailing_pattern_wife	EA015_Community_marriage_organization_agamous	EA015_Community_marriage_organization_endogamous	EA015_Community_marriage_organization_exogamous	EA042_Subsistence_economy_dominant_activity_ext_agr	EA042_Subsistence_economy_dominant_activity_foraging	EA042_Subsistence_economy_dominant_activity_int_agr	EA042_Subsistence_economy_dominant_activity_multiple	EA042_Subsistence_economy_dominant_activity_pastoralism	EA043_Descent_major_type_other	EA043_Descent_major_type_patrilineal	EA072_Political_succession_absent	EA072_Political_succession_matrilineal	EA072_Political_succession_other	EA072_Political_succession_patrilineal	EA074_Inheritance_rule_for_real_property_land_absent	EA074_Inheritance_rule_for_real_property_land_matrilineal	EA074_Inheritance_rule_for_real_property_land_other	EA074_Inheritance_rule_for_real_property_land_patrilineal	EA023_Cousin_marriages_permitted	EA027_Kin_terms_for_cousins	EA030_Settlement_patterns	EA031_Mean_size_of_local_communities	EA032_Jurisdictional_hierarchy_of_local_community	EA033_Jurisdictional_hierarchy_beyond_local_community	EA034_Religion_high_gods	EA066_Class_differentiation_primary	EA068_Caste_differentiation_primary	EA070_Slavery_type	EA078_Norms_of_premarital_sexual_behavior_of_girls	EA008_Domestic_organization
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ad12	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_1	NA	l_5	NA	l_2	l_2	NA	l_1	l_1	NA	l_2	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ad22	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_4	l_5	NA	l_3	l_3	l_2	l_4	l_1	l_3	l_6	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ad48	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	l_5	NA	l_3	l_4	l_2	l_4	l_1	l_3	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ad9	FALSE	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_5	NA	l_3	l_2	l_2	l_2	l_1	l_2	l_4	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ae10	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_5	l_3	l_3	l_4	l_2	l_5	l_3	l_2	l_2	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ae6	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_7	NA	l_3	l_4	l_2	l_4	l_1	l_4	l_1	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Af13	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_4	l_7	NA	l_3	l_2	l_2	l_4	l_1	l_4	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Af24	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_7	l_8	l_4	l_4	l_2	l_4	l_1	l_4	NA	l_6
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Af28	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_2	l_4	l_7	NA	l_3	l_2	l_3	NA	NA	l_3	l_2	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ag1	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_7	l_7	l_4	l_2	l_1	l_4	l_2	l_4	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ag37	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_6	NA	l_4	l_1	NA	l_1	l_1	l_3	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ai21	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_7	l_7	l_2	l_4	l_4	l_4	NA	l_4	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ai35	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_1	NA	l_5	NA	l_2	l_2	l_2	l_1	l_1	l_1	l_2	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ai40	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_5	l_6	NA	l_4	l_1	NA	l_2	l_1	l_3	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ai43	FALSE	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_5	l_6	NA	l_3	l_1	NA	l_1	l_1	l_4	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ai8	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_3	l_5	l_6	NA	l_3	l_2	NA	l_1	l_1	l_4	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca11	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	l_1	l_5	l_3	NA	l_2	l_3	l_2	l_1	l_2	l_3	l_2	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca16	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	NA	NA	l_5	NA	l_2	l_2	l_2	NA	l_2	NA	l_2	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca25	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	l_5	NA	l_2	l_2	l_1	NA	l_2	NA	NA	l_5
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca26	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	l_5	NA	NA	l_3	l_1	NA	l_2	NA	NA	NA
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca28	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	NA	l_5	NA	l_2	l_2	l_2	l_4	l_2	NA	NA	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca30	TRUE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_2	l_5	NA	l_3	l_5	l_2	l_4	l_2	l_4	l_2	l_4
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca31	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	l_7	NA	l_2	NA	l_4	l_2	l_1	l_1	l_2	l_1
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca33	FALSE	NA	NA	0	1	0	NA	NA	NA	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	l_1	NA	l_7	NA	l_2	l_1	NA	l_1	l_1	l_2	l_6	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ca6	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_4	l_5	l_2	l_3	l_3	l_3	l_4	l_2	l_1	l_4	l_2	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Cc5	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	NA	NA	NA	NA	l_4	l_3	l_1	NA	l_3	l_2	l_4	l_3	l_3	l_4	l_6	l_1
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ce2	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_4	l_2	NA	NA	NA	NA	NA	l_5	l_1	l_1	NA	l_6
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Eb2	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	NA	l_6	NA	l_3	l_2	NA	l_4	NA	l_3	l_4	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ed6	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_1	l_7	l_8	l_3	l_5	NA	l_5	l_1	l_2	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ee6	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	l_2	l_4	l_3	l_4	l_3	l_3	l_1	l_2	l_2	l_4	l_6	l_3
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ef1	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_7	NA	l_3	l_2	l_2	l_1	l_1	l_1	l_2	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ef5	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_5	l_2	l_3	l_2	l_3	l_5	l_4	l_1	l_2	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Eg4	TRUE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	l_3	l_3	l_3	l_1	l_3	l_2	l_1	l_1	l_1	l_1	l_6	l_3
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Eg5	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_6	l_3	l_4	l_3	l_1	l_5	l_4	l_4	l_2	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Eh4	TRUE	NA	NA	0	0	1	0	0	1	0	1	0	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_3	l_3	l_2	l_1	l_3	l_1	l_1	l_1	l_1	l_1	l_3	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ej11	FALSE	NA	NA	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	l_1	l_1	l_6	l_5	l_3	l_3	l_1	l_4	l_1	NA	NA	l_6
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ej5	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_4	l_2	l_7	l_8	l_2	l_4	l_1	l_5	l_1	l_3	l_2	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ej6	FALSE	NA	NA	0	1	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_1	NA	l_2	l_1	NA	l_1	l_1	l_1	NA	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ej7	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_4	l_4	l_2	l_1	l_1	l_1	l_1	l_1	l_6	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ia11	FALSE	NA	NA	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_2	l_7	l_5	l_2	l_1	NA	l_4	l_1	NA	NA	l_1
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ia15	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	l_1	l_5	NA	l_2	l_1	NA	l_1	l_1	l_2	NA	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ic7	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_3	NA	l_7	l_5	l_4	l_3	NA	l_4	l_1	l_4	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ie15	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	l_1	l_3	l_7	NA	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ie3	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_4	l_6	NA	l_2	l_1	l_1	l_1	l_1	l_1	l_1	l_4
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ie35	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	l_3	l_4	l_7	l_4	l_4	l_1	NA	l_1	l_1	l_1	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	If6	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	l_2	l_4	l_5	l_2	l_3	l_2	NA	l_4	l_1	l_1	l_6	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ig3	FALSE	NA	NA	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_1	l_3	l_6	l_3	l_3	l_1	l_1	l_4	l_1	l_1	l_4	l_4
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ih8	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_3	l_7	l_2	l_4	l_2	l_1	l_1	l_1	l_1	l_3	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ii5	FALSE	NA	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_3	NA	l_4	l_1	l_1	l_2	l_1	l_1	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ii6	FALSE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_4	l_7	NA	l_3	l_2	NA	l_1	l_1	l_1	l_6	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ii7	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_1	l_1	l_7	NA	l_3	l_2	l_1	l_4	l_1	l_1	l_6	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ii8	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_2	l_1	l_7	NA	l_3	l_2	l_1	l_4	l_1	l_1	l_6	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ij1	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_5	NA	l_4	l_2	l_1	l_4	l_1	l_1	l_3	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Ij10	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_5	NA	l_3	l_2	NA	NA	l_1	l_1	NA	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Nh13	FALSE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	l_1	l_4	l_7	l_6	l_3	l_1	NA	l_1	l_1	l_1	NA	l_8
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Sa13	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_2	l_4	l_2	l_3	l_4	l_2	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Sb6	TRUE	NA	NA	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_4	l_1	l_1	l_3	l_1	l_3	l_2	l_1	l_4	l_3	l_7
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Sb9	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	l_1	l_2	l_7	l_8	l_3	l_4	l_4	l_5	l_1	l_4	l_3	l_2
T due to P only; P causes T only	3	TRUE	TRUE	TRUE	Sc6	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_1	l_7	NA	l_3	l_3	NA	l_1	l_1	l_1	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ab12	FALSE	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_5	NA	l_3	l_4	NA	l_4	l_1	l_1	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ab17	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_4	NA	NA	NA	NA	NA	NA	l_1	l_3	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ab8	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	l_4	l_3	l_6	l_4	l_3	l_4	l_1	l_4	l_1	l_1	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad16	FALSE	NA	NA	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_1	l_7	NA	l_2	l_3	l_1	l_4	l_1	l_2	NA	l_4
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad19	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_1	l_3	l_7	l_3	l_2	l_3	l_2	l_4	l_1	l_3	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad2	FALSE	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_4	l_5	l_5	l_2	l_4	l_2	l_4	l_1	l_4	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad20	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_3	l_6	l_2	l_2	l_3	l_2	l_4	l_1	l_2	l_4	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad30	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	l_1	NA	l_7	NA	l_2	l_2	l_4	NA	NA	l_3	NA	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad41	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_5	l_5	l_4	l_3	l_1	NA	l_2	l_1	NA	l_6	l_2
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ad47	FALSE	NA	NA	1	0	0	NA	NA	NA	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_5	NA	l_2	l_3	l_2	l_4	l_1	l_4	l_4	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Af10	TRUE	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_4	l_6	l_5	l_4	l_2	l_2	l_1	l_1	l_4	l_3	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Af39	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	NA	l_5	NA	l_4	l_3	NA	l_4	l_1	l_4	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Af43	FALSE	NA	NA	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	l_4	l_1	l_8	NA	l_3	l_1	l_1	NA	NA	l_3	NA	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Af5	TRUE	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_1	l_8	l_5	l_4	l_2	l_2	l_4	l_1	l_4	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Af9	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	NA	l_7	NA	l_3	l_2	NA	l_1	l_1	l_4	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ag3	FALSE	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_7	l_3	l_4	l_2	NA	l_2	l_2	l_4	NA	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ai1	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_4	l_5	NA	l_3	l_1	l_2	l_1	l_1	l_2	NA	l_4
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ai3	TRUE	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_5	l_5	l_3	l_3	l_3	l_3	l_4	l_1	l_2	l_4	l_5
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Aj11	FALSE	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_5	l_2	NA	l_3	l_2	l_2	l_1	l_1	l_3	NA	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ca2	TRUE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	l_1	l_5	l_1	l_1	l_3	l_3	l_4	l_2	l_2	l_4	l_3	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Cc3	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	l_4	l_5	l_8	l_6	l_4	l_2	l_4	l_2	NA	l_4	l_1	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Cd12	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	l_4	l_5	l_7	l_8	l_4	NA	l_4	l_5	l_2	l_4	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Cd2	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	l_4	l_5	l_7	l_8	l_4	l_4	l_4	l_5	l_4	l_3	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Cj3	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	l_2	l_7	l_7	l_3	l_3	l_4	l_4	l_1	l_4	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ea3	FALSE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	l_4	l_5	l_3	l_3	l_3	l_2	l_4	l_2	l_2	l_3	l_2	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ea9	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_4	l_5	l_7	l_8	l_3	l_5	l_4	l_3	NA	l_4	l_2	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ec2	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	l_3	l_5	l_2	l_2	l_3	l_3	l_3	l_2	l_1	l_3	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ec5	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	l_2	l_2	l_3	l_3	l_3	l_1	l_3	l_2	l_1	l_2	l_2	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ed1	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_2	l_7	l_8	l_3	l_3	l_1	l_5	l_2	l_4	l_3	l_6
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ed3	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_3	l_7	NA	l_4	NA	NA	l_2	l_1	l_2	NA	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ed7	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_2	l_2	l_7	l_8	l_3	l_3	l_1	l_4	l_1	l_1	l_3	l_6
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ee3	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_5	l_3	l_3	l_2	l_3	l_2	NA	l_4	l_6	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ee4	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_2	l_7	l_7	l_3	l_5	l_1	l_5	NA	l_3	NA	l_6
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ef6	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_1	l_7	NA	l_4	l_2	NA	NA	l_4	l_2	NA	l_7
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Eg3	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	l_3	l_3	l_7	l_2	l_3	l_2	l_3	l_2	l_4	l_1	l_6	l_8
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Eh6	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	l_3	l_3	l_7	l_8	l_3	l_4	NA	l_5	l_4	l_1	l_6	l_1
Two T states, one due to P; P expl. T and others	4	TRUE	TRUE	TRUE	Ei13	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	l_4	l_7	l_6	l_3	l_1	l_1	l_2	l_1	l_2	l_3	l_1
