outcome	EA112_Trance_states	trance_present	possession_present	possession_trance_present	soc_id	in_sccs	EA113_Societal_rigidity_F	EA113_Societal_rigidity_T	EA012_Marital_residence_with_kin_prevailing_pattern_husband	EA012_Marital_residence_with_kin_prevailing_pattern_other	EA012_Marital_residence_with_kin_prevailing_pattern_wife	EA015_Community_marriage_organization_agamous	EA015_Community_marriage_organization_endogamous	EA015_Community_marriage_organization_exogamous	EA042_Subsistence_economy_dominant_activity_ext_agr	EA042_Subsistence_economy_dominant_activity_foraging	EA042_Subsistence_economy_dominant_activity_int_agr	EA042_Subsistence_economy_dominant_activity_multiple	EA042_Subsistence_economy_dominant_activity_pastoralism	EA043_Descent_major_type_other	EA043_Descent_major_type_patrilineal	EA072_Political_succession_absent	EA072_Political_succession_matrilineal	EA072_Political_succession_other	EA072_Political_succession_patrilineal	EA074_Inheritance_rule_for_real_property_land_absent	EA074_Inheritance_rule_for_real_property_land_matrilineal	EA074_Inheritance_rule_for_real_property_land_other	EA074_Inheritance_rule_for_real_property_land_patrilineal	EA023_Cousin_marriages_permitted	EA027_Kin_terms_for_cousins	EA030_Settlement_patterns	EA031_Mean_size_of_local_communities	EA032_Jurisdictional_hierarchy_of_local_community	EA033_Jurisdictional_hierarchy_beyond_local_community	EA034_Religion_high_gods	EA066_Class_differentiation_primary	EA068_Caste_differentiation_primary	EA070_Slavery_type	EA078_Norms_of_premarital_sexual_behavior_of_girls	EA008_Domestic_organization
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cb26	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	l_4	l_3	l_7	l_8	l_3	l_4	l_4	l_5	l_2	l_3	l_3	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cb3	TRUE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	l_4	l_3	l_7	l_7	l_3	l_4	l_4	l_5	l_2	l_4	l_3	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cb9	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_4	l_3	l_7	l_8	l_3	l_3	l_4	l_4	l_1	l_4	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cc4	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	l_7	l_7	l_3	l_1	l_4	l_4	l_3	l_3	l_2	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cc9	TRUE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_2	l_2	l_3	l_3	l_4	l_3	l_4	l_4	l_3	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cd4	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	NA	l_7	l_5	l_4	l_4	l_4	l_1	NA	l_2	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cf4	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	l_1	l_2	l_7	l_8	l_2	l_5	l_4	l_5	l_3	l_4	l_3	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cj10	FALSE	NA	NA	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	l_4	l_5	l_7	l_7	l_4	NA	l_4	l_4	l_2	l_4	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Cj4	TRUE	NA	NA	0	1	0	NA	NA	NA	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	l_7	l_8	l_2	l_4	l_1	l_5	l_1	l_4	l_2	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eb1	TRUE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	NA	NA	NA	NA	1	0	0	0	l_1	l_4	l_2	l_2	l_3	l_4	l_4	l_4	l_1	l_4	l_3	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eb4	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_3	NA	NA	NA	NA	NA	l_1	l_1	l_1	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ec7	TRUE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_3	l_5	l_3	l_1	l_3	l_2	l_1	l_1	l_1	l_1	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ec9	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	NA	l_7	NA	l_3	l_2	NA	l_1	l_1	l_3	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ed2	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_5	l_7	l_3	l_3	l_1	l_1	l_4	NA	l_4	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ed5	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_3	l_2	l_8	l_8	l_2	l_5	l_2	l_5	l_2	l_1	l_2	l_6
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ef7	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_1	l_1	l_7	l_8	l_4	l_5	l_1	l_5	l_4	l_1	l_1	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eg10	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_3	l_3	l_7	l_8	l_4	l_4	l_1	l_5	l_4	l_1	l_3	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eg2	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_7	l_8	l_4	l_4	NA	l_5	l_4	l_1	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eg6	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_3	l_5	l_8	l_4	l_3	NA	l_5	l_4	l_1	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eg9	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_4	l_2	l_2	l_1	NA	l_1	l_1	l_1	l_6	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eh3	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	l_3	l_3	l_7	l_3	l_4	l_2	l_2	l_4	l_1	l_4	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Eh8	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_6	l_4	l_3	l_4	l_2	l_4	l_1	l_4	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ei4	TRUE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_4	l_7	NA	l_3	l_2	l_4	l_4	l_1	l_4	l_4	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ia3	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	l_1	l_1	l_6	l_3	l_3	l_1	l_1	l_2	l_1	l_4	l_6	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ib8	FALSE	NA	NA	0	1	0	NA	NA	NA	0	0	0	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	NA	l_1	NA	l_2	l_1	NA	l_1	l_1	l_1	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ic11	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	NA	l_7	l_6	l_3	l_3	l_4	l_4	l_1	l_4	NA	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ic2	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_1	l_1	l_8	l_3	l_3	l_3	l_2	l_2	l_1	l_2	l_3	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Id8	FALSE	NA	NA	NA	NA	NA	0	0	1	0	0	0	1	0	NA	NA	0	0	1	0	1	0	0	0	NA	NA	l_1	l_1	l_2	l_1	l_1	l_1	l_1	l_1	NA	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ie12	TRUE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_2	l_4	l_6	NA	l_3	l_1	l_1	l_1	l_1	l_1	l_4	l_4
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ie17	FALSE	NA	NA	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	l_1	l_3	l_4	l_4	l_3	l_1	l_1	l_2	l_1	l_1	l_6	NA
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ie9	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_7	l_2	l_3	l_1	l_1	l_1	l_1	l_1	l_4	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	If5	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_4	l_5	l_1	l_3	l_3	l_1	l_4	l_1	l_1	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	If9	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_2	l_4	l_7	l_2	l_3	l_2	NA	l_1	l_1	l_1	NA	l_1
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ih1	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	l_1	l_4	l_7	NA	l_3	l_1	l_1	l_2	l_1	l_1	NA	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ii1	FALSE	NA	NA	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	l_2	l_4	l_3	l_2	l_4	l_1	l_1	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ii12	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_3	l_1	l_4	l_1	l_1	l_3	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ii2	TRUE	NA	NA	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	l_2	l_1	l_6	l_5	l_3	l_2	l_1	l_4	l_1	l_1	l_4	l_5
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ij6	FALSE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	l_2	l_1	l_7	NA	l_3	l_3	l_1	l_4	l_1	l_4	l_6	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ij7	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	l_2	l_1	l_7	NA	l_3	l_3	l_1	l_4	l_1	l_1	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Ij9	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_7	NA	l_2	l_2	l_1	l_4	l_1	l_2	l_6	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Na19	FALSE	NA	NA	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	l_3	l_3	l_3	l_4	l_3	l_1	l_3	l_4	l_1	l_4	NA	l_7
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Nb7	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_3	NA	l_4	l_2	l_1	l_4	l_1	l_4	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Nd3	TRUE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_1	l_3	l_3	l_3	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_8
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Nh21	FALSE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_1	l_1	l_5	NA	l_3	l_2	l_1	l_1	l_1	l_2	l_6	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Sa7	FALSE	NA	NA	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_3	l_3	l_7	l_6	l_2	l_1	l_4	l_1	l_1	l_1	NA	l_2
T due to P only; P explains T and others	6	TRUE	TRUE	TRUE	Sj6	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_7	NA	l_3	l_1	l_1	l_1	l_1	l_1	NA	l_8
Possession	2	FALSE	TRUE	FALSE	Ac2	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_3	l_4	l_7	NA	l_3	l_2	NA	l_4	l_1	l_3	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ac23	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	l_1	l_3	l_7	l_3	l_3	l_2	l_1	l_4	l_2	l_3	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ac38	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_5	NA	l_3	l_2	NA	l_1	l_1	l_4	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ac4	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	l_1	l_1	l_4	l_3	l_3	l_3	l_2	l_4	l_3	l_4	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Ad3	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_4	l_5	l_5	l_2	l_2	l_1	l_4	l_1	l_1	l_3	l_5
Possession	2	FALSE	TRUE	FALSE	Ad32	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	l_1	l_5	l_7	NA	l_3	l_4	l_1	l_1	NA	l_2	NA	l_8
Possession	2	FALSE	TRUE	FALSE	Ae12	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	l_3	l_7	NA	l_3	l_3	l_2	l_2	l_1	l_4	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ae18	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_8	NA	l_3	l_1	l_2	l_2	l_1	l_4	l_6	l_5
Possession	2	FALSE	TRUE	FALSE	Ae22	FALSE	NA	NA	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_3	l_7	NA	l_3	l_2	NA	l_1	l_1	l_3	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Ae5	FALSE	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_6	NA	l_4	l_3	NA	l_4	l_1	l_4	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ae8	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_3	l_3	l_5	NA	l_3	l_4	l_2	l_5	l_3	l_2	l_2	l_5
Possession	2	FALSE	TRUE	FALSE	Af49	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	l_1	NA	l_7	l_2	l_3	l_2	NA	l_1	l_1	l_2	l_6	l_5
Possession	2	FALSE	TRUE	FALSE	Ca1	TRUE	NA	NA	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_4	l_7	l_6	l_4	l_1	l_2	l_2	l_2	l_1	l_2	l_6
Possession	2	FALSE	TRUE	FALSE	Ca15	FALSE	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	NA	NA	l_5	NA	l_2	l_3	NA	NA	l_2	NA	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Ca5	FALSE	NA	NA	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	NA	NA	NA	NA	l_4	l_5	l_2	NA	l_3	l_2	l_4	l_1	NA	l_1	NA	l_2
Possession	2	FALSE	TRUE	FALSE	Ca8	FALSE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	NA	NA	NA	NA	0	0	0	1	NA	l_5	l_7	NA	l_3	l_1	l_2	NA	l_2	NA	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Cc2	TRUE	NA	NA	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	l_1	l_3	l_2	l_2	l_3	l_2	l_4	l_4	l_2	l_2	l_2	l_5
Possession	2	FALSE	TRUE	FALSE	Cd6	FALSE	NA	NA	0	1	0	NA	NA	NA	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	l_4	NA	l_7	l_8	l_2	l_5	l_1	l_5	NA	l_4	l_6	l_1
Possession	2	FALSE	TRUE	FALSE	Ce3	TRUE	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	0	0	1	0	l_4	l_5	l_7	l_8	l_3	l_5	l_1	l_5	l_1	l_4	NA	l_1
Possession	2	FALSE	TRUE	FALSE	Ed10	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_3	l_5	l_7	l_8	l_4	l_5	NA	l_5	l_1	NA	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Ed8	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	l_4	l_5	l_7	l_5	l_4	l_2	l_1	l_2	l_1	l_1	l_2	l_7
Possession	2	FALSE	TRUE	FALSE	Ei1	TRUE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	l_3	l_3	l_7	l_3	l_3	l_2	l_2	l_2	l_1	l_3	l_4	l_6
Possession	2	FALSE	TRUE	FALSE	Ei8	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	l_3	l_3	l_7	l_2	l_4	l_2	l_2	l_4	l_1	l_4	NA	l_8
Possession	2	FALSE	TRUE	FALSE	Ia8	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	l_2	l_2	l_7	l_5	l_3	l_1	NA	l_3	l_1	l_1	l_6	l_1
Possession	2	FALSE	TRUE	FALSE	Id10	FALSE	NA	NA	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	l_1	l_3	l_1	l_3	l_2	l_1	l_1	l_1	l_1	l_1	l_1	l_5
Possession	2	FALSE	TRUE	FALSE	Ie10	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	l_1	l_1	l_7	l_5	l_4	l_1	l_1	l_2	l_1	l_1	l_4	l_7
Possession	2	FALSE	TRUE	FALSE	Ie8	FALSE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_7	l_5	l_4	l_2	NA	l_2	l_1	l_1	NA	l_4
Possession	2	FALSE	TRUE	FALSE	Ig1	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	l_3	l_1	l_6	NA	l_3	l_1	l_1	l_2	l_1	l_1	l_3	l_2
Possession	2	FALSE	TRUE	FALSE	Ii4	FALSE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	1	0	NA	NA	NA	NA	0	0	0	1	l_1	l_1	l_7	NA	l_3	l_2	NA	l_4	l_1	l_1	l_6	l_7
Possession	2	FALSE	TRUE	FALSE	Na28	FALSE	NA	NA	1	0	0	NA	NA	NA	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	l_2	l_1	l_2	NA	l_2	l_1	l_4	l_1	l_1	l_1	NA	l_5
Possession	2	FALSE	TRUE	FALSE	Nb24	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_3	l_3	l_3	l_1	l_1	l_4	l_1	l_4	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Nb30	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	l_1	l_3	l_2	NA	l_3	l_1	NA	l_2	l_1	l_3	l_1	l_7
Possession	2	FALSE	TRUE	FALSE	Nc14	FALSE	NA	NA	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_4	l_2	l_2	l_2	l_1	l_2	l_2	l_1	l_1	NA	l_2
Possession	2	FALSE	TRUE	FALSE	Nd2	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_1	l_1	l_2	NA	l_2	l_1	l_2	l_1	l_1	l_1	l_6	l_2
Possession	2	FALSE	TRUE	FALSE	Ng5	FALSE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_2	l_4	l_7	l_4	l_3	l_3	NA	l_1	l_1	l_1	NA	l_7
Possession	2	FALSE	TRUE	FALSE	Sa1	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_2	l_1	l_7	l_2	l_3	l_2	l_4	l_2	l_1	l_3	l_2	l_8
Possession	2	FALSE	TRUE	FALSE	Sc12	FALSE	NA	NA	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_2	l_1	NA	l_1	l_1	NA	NA	l_2
Possession	2	FALSE	TRUE	FALSE	Sc5	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_7	NA	l_3	l_1	NA	l_1	l_1	l_1	NA	l_4
Possession	2	FALSE	TRUE	FALSE	Se1	TRUE	NA	NA	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	l_3	l_4	l_2	l_1	l_3	l_1	l_2	l_1	l_1	l_1	l_6	l_8
Possession	2	FALSE	TRUE	FALSE	Sf2	TRUE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	NA	NA	NA	NA	0	0	0	1	l_1	l_1	l_7	l_5	l_3	NA	l_4	l_2	l_1	l_1	l_4	l_8
Possession	2	FALSE	TRUE	FALSE	Sf5	FALSE	NA	NA	0	1	0	NA	NA	NA	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	NA	NA	l_5	NA	l_2	l_2	NA	NA	l_1	l_1	NA	l_4
Possession	2	FALSE	TRUE	FALSE	Sf8	FALSE	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	l_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_2
Possession	2	FALSE	TRUE	FALSE	Sh6	FALSE	NA	NA	0	0	1	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	l_1	NA	l_2	l_2	l_3	l_4	l_1	l_3	NA	l_1
Possession	2	FALSE	TRUE	FALSE	Si8	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	l_2	l_1	l_7	l_2	l_3	l_1	l_1	l_1	l_1	l_1	NA	NA
Possession	2	FALSE	TRUE	FALSE	Sj4	TRUE	NA	NA	0	0	1	0	1	0	1	0	0	0	0	1	0	NA	NA	NA	NA	1	0	0	0	l_1	l_4	l_2	l_3	l_4	l_1	l_1	l_1	l_1	l_1	l_3	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ac27	FALSE	NA	NA	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	l_3	l_3	l_4	NA	l_3	l_2	l_2	l_1	l_1	NA	NA	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ad29	FALSE	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	l_4	l_1	l_7	NA	l_2	l_4	l_4	l_4	NA	l_4	NA	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ad4	TRUE	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	l_1	l_4	l_7	l_4	l_3	l_1	l_3	l_2	l_1	l_1	NA	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ad8	FALSE	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	l_3	l_3	l_5	NA	l_3	l_3	NA	l_4	l_1	l_4	NA	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ae3	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	l_1	l_4	l_7	l_2	l_3	l_1	l_2	l_2	l_3	l_1	l_6	l_7
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Af11	FALSE	NA	NA	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_3	NA	l_7	l_4	l_3	l_2	l_2	l_1	l_1	l_4	NA	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Af22	FALSE	NA	NA	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	l_1	NA	l_7	NA	l_3	l_2	l_2	l_4	l_1	l_4	l_6	l_4
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Af54	FALSE	NA	NA	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	l_1	NA	l_7	l_5	l_3	l_2	l_2	l_1	l_1	l_3	l_6	l_5
T and P,  but T not due to P	5	TRUE	TRUE	FALSE	Ai37	FALSE	NA	NA	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	l_1	l_1	l_6	NA	l_4	l_2	NA	l_1	l_1	l_3	l_1	l_8
