Options:
Model:                           Discrete: Independent
Tree File Name:                  Bayestraits/Independent/atl_dom.bttrees
Data File Name:                  Bayestraits/Independent/atl_dom.btdata
Log File Name:                   Bayestraits/Independent/atl_dom.btdata.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2154076988
Precision:                       64 bits
Cores:                           16
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Bayestraits/Independent/atl_dom.btdata.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1
     Taxa:                       111
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
206000	-97.365285	1	1.330343	15.286826	8.379893	4.170692	0.250000	0.250000	0.250000	0.250000	
207000	-96.312148	1	1.231554	29.007335	7.238546	4.791740	0.250000	0.250000	0.250000	0.250000	
208000	-97.214475	1	1.522584	24.762040	9.929769	4.658554	0.250000	0.250000	0.250000	0.250000	
209000	-97.435028	1	1.049460	25.180270	13.529781	6.365718	0.250000	0.250000	0.250000	0.250000	
210000	-97.708367	1	0.357025	14.718553	8.245565	5.013471	0.250000	0.250000	0.250000	0.250000	
211000	-91.175595	1	1.753147	23.112959	0.147187	0.179865	0.021488	0.478512	0.021488	0.478512	
212000	-93.570125	1	1.008409	12.440336	0.336904	0.295939	0.126343	0.373657	0.126343	0.373657	
213000	-91.971477	1	0.597403	10.171651	0.160562	0.113801	0.038232	0.461768	0.038232	0.461768	
214000	-96.941009	1	5.734836	72.331529	1.835572	1.424321	0.249972	0.250028	0.249972	0.250028	
215000	-96.927032	1	1.711929	19.980582	12.006306	6.449474	0.250000	0.250000	0.250000	0.250000	
216000	-96.467145	1	0.524993	9.447849	10.630972	5.627879	0.250000	0.250000	0.250000	0.250000	
217000	-96.325969	1	0.506120	12.156062	4.828475	3.145949	0.250000	0.250000	0.250000	0.250000	
218000	-97.085886	1	4.709113	57.469248	5.192389	4.072602	0.250000	0.250000	0.250000	0.250000	
219000	-96.436423	1	1.134654	14.108015	20.366358	13.305484	0.250000	0.250000	0.250000	0.250000	
220000	-96.488713	1	3.622684	45.603669	7.049336	4.848730	0.250000	0.250000	0.250000	0.250000	
221000	-96.614886	1	3.003540	37.179397	12.812501	9.109246	0.250000	0.250000	0.250000	0.250000	
222000	-93.722744	1	0.299695	5.402957	0.224601	0.101316	0.136831	0.363169	0.136831	0.363169	
223000	-91.407054	1	0.888941	23.644561	0.135829	0.178498	0.017514	0.482486	0.017514	0.482486	
224000	-91.113966	1	1.568733	21.708324	0.156343	0.183608	0.024994	0.475006	0.024994	0.475006	
225000	-91.453358	1	1.193577	24.750464	0.243034	0.185607	0.076199	0.423801	0.076199	0.423801	
226000	-97.501940	1	2.596423	30.025927	4.174394	3.418353	0.250000	0.250000	0.250000	0.250000	
227000	-96.322812	1	1.068549	18.409724	14.524166	10.582953	0.250000	0.250000	0.250000	0.250000	
228000	-96.426193	1	1.477940	18.637446	34.807561	20.903152	0.250000	0.250000	0.250000	0.250000	
229000	-96.488313	1	1.465316	22.162604	12.371213	9.242325	0.250000	0.250000	0.250000	0.250000	
230000	-96.246884	1	1.454019	20.568844	5.342795	3.603678	0.250000	0.250000	0.250000	0.250000	
231000	-99.631858	1	3.310421	24.696735	17.494900	14.333030	0.250000	0.250000	0.250000	0.250000	
232000	-93.784085	1	0.229268	10.880705	0.193172	0.224277	0.041206	0.458794	0.041206	0.458794	
